web-scraper-order,web-scraper-start-url,image-src,prix,adresse,superficie,Infos,Infos-href
"1740010640-706","https://sn.coinafrique.com/categorie/terrains?page=111","https://images.coinafrique.com/thumb_2879243_uploaded_image1_1610182089.jpg","4 500 000 CFA","Niaga, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-tivaoune-peulh-2879243"
"1740010643-707","https://sn.coinafrique.com/categorie/terrains?page=111","https://images.coinafrique.com/thumb_2879674_uploaded_image1_1610195275.jpg","20 000 CFA","Ndiass, Sénégal","300000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-hectares-diass-2879674"
"1740010648-708","https://sn.coinafrique.com/categorie/terrains?page=111","https://images.coinafrique.com/thumb_2879782_uploaded_image1_1610198455.jpg","61 000 000 CFA","Keur Massar, Sénégal","300","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300m-keur-massar-2879782"
"1740010653-709","https://sn.coinafrique.com/categorie/terrains?page=111","https://images.coinafrique.com/thumb_2879916_uploaded_image1_1610201862.jpg","5 000 000 CFA","Diamniadio, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-diamniadio-2879916"
"1740010657-710","https://sn.coinafrique.com/categorie/terrains?page=111","https://images.coinafrique.com/thumb_2880245_uploaded_image1_1610214790.jpg","650 000 CFA","Thies, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-thies-2880245"
"1740010663-711","https://sn.coinafrique.com/categorie/terrains?page=111","https://images.coinafrique.com/thumb_2880352_uploaded_image1_1610218376.jpg","Prix sur demande","Thies, Sénégal","380000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-carriere-basalte-38-ha-ngoundiane-2880352"
"1740010666-712","https://sn.coinafrique.com/categorie/terrains?page=111","https://images.coinafrique.com/thumb_2880499_uploaded_image1_1610224939.jpg","45 675 000 CFA","Dakar, Sénégal","145","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-145-m-dakar-2880499"
"1740010669-713","https://sn.coinafrique.com/categorie/terrains?page=111","https://images.coinafrique.com/thumb_2881126_uploaded_image1_1610272315.jpg","80 000 000 CFA","Yoff, Dakar, Sénégal","300","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-yoff-2881126"
"1740010689-714","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2881266_uploaded_image1_1610277689.jpg","35 000 000 CFA","Mbour, Sénégal","1000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1000-m-mbodiene-2881266"
"1740010698-715","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2881456_uploaded_image1_1610284343.jpg","195 000 000 CFA","Thies, Sénégal","495 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-somone-2881456"
"1740010708-716","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2881513_uploaded_image1_1610286383.jpg","20 000 000 CFA","Thies, Sénégal","15000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1ha500-keur-madaro-2881513"
"1740010712-717","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2881521_uploaded_image1_1610286611.jpg","1 500 000 CFA","Sebikotane, Sénégal","180 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-yeba-2881521"
"1740010724-718","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2881827_uploaded_image1_1610300348.jpg","15 000 000 CFA","Mbour, Sénégal","600","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-600m-mbour-2881827"
"1740010734-719","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2881828_uploaded_image1_1610300402.jpg","10 000 000 CFA","Mbour, Sénégal","300 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-popenguine-2881828"
"1740010738-720","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2881922_uploaded_image1_1610303786.jpg","60 000 000 CFA","Dakar, Sénégal","130 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-ouakam-cite-avion-2881922"
"1740010746-721","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2882281_uploaded_image1_1610319626.jpg","20 000 000 CFA","Keur Massar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-keur-massar-2882281"
"1740010761-722","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2882310_uploaded_image1_1610320528.jpg","13 000 000 CFA","Keur Massar, Sénégal","200","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-200m2-keur-massar-2882310"
"1740010771-723","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2882326_uploaded_image1_1610321106.jpg","14 000 000 CFA","Keur Massar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-keur-massar-2882326"
"1740010778-724","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2882442_uploaded_image1_1610329178.jpg","8 000 000 CFA","Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-keur-massar-2882442"
"1740010781-725","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2882444_uploaded_image1_1610329433.jpg","20 000 000 CFA","Dakar, Sénégal","1000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1000m-2882444"
"1740010788-726","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2882549_uploaded_image1_1610348411.jpg","18 000 000 CFA","Louga, Sénégal","3000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-3000-m2-potou-leona-2882549"
"1740010795-727","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2882970_uploaded_image1_1610361381.jpg","21 500 000 CFA","Mbour, Sénégal","500 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-500-m2-saly-diamantines-2882970"
"1740010803-728","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2882978_uploaded_image1_1610361681.jpg","9 000 000 CFA","Mbour, Sénégal","1200 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-gandigal-2882978"
"1740010810-729","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2882987_uploaded_image1_1610362118.jpg","45 000 000 CFA","Ouest Foire, Dakar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-ouest-foire-2882987"
"1740010813-730","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2883001_uploaded_image1_1610362603.jpg","2 000 000 CFA","Mbour, Sénégal","225 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m-gandigal-2883001"
"1740010816-731","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2883013_uploaded_image1_1610362775.jpg","1 500 000 CFA","Mbour, Sénégal","300 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/parcelle-malicounda-ngogom-2883013"
"1740010820-732","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2883034_uploaded_image1_1610363391.jpg","14 000 000 CFA","Keur Massar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-2883034"
"1740010826-733","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2883038_uploaded_image1_1610363550.jpg","20 000 000 CFA","Diamniadio, Sénégal","216","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-216-m2-diamniadio-2883038"
"1740010830-734","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2883081_uploaded_image1_1610364752.jpg","7 000 000 CFA","Keur Massar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-keur-massar-2883081"
"1740010834-735","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2883127_uploaded_image1_1610365632.jpg","20 000 000 CFA","Diamniadio, Sénégal","216","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-216-m2-diamniadio-2883127"
"1740010836-736","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2883699_uploaded_image1_1610381362.jpg","45 000 000 CFA","Rufisque, Sénégal","462","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-462m-rufisque-kounoune-2883699"
"1740010840-737","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2883775_uploaded_image1_1610382912.jpg","50 000 000 CFA","Ouest Foire, Dakar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-ouest-foire-2883775"
"1740010844-738","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2883824_uploaded_image1_1610384270.jpg","3 500 000 CFA","Ndiass, Sénégal","200","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-200-m-ndiass-2883824"
"1740010847-739","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2884478_uploaded_image1_1610403242.jpg","1 500 000 CFA","Parcelle Assainies, Dakar, Sénégal","","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-bambylor-gorom-2884478"
"1740010850-740","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2884702_uploaded_image1_1610412847.jpg","75 000 000 CFA","Ouest Foire, Dakar, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225m-ouest-foire-2884702"
"1740010854-741","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2885088_uploaded_image1_1610443463.jpg","45 000 000 CFA","Yoff, Dakar, Sénégal","185","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-185-m2-yoff-2885088"
"1740010858-742","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2885189_uploaded_image1_1610445899.jpg","9 000 000 CFA","Keur Massar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-keur-massar-2885189"
"1740010863-743","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2885309_uploaded_image1_1610448439.jpg","2 000 000 CFA","Ndiass, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-ndiass-2885309"
"1740010867-744","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2885574_uploaded_image1_1610453944.jpg","80 000 000 CFA","Ngor, Dakar, Sénégal","230 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-ouest-foire-2885574"
"1740010874-745","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2885849_uploaded_image1_1610460636.jpg","350 000 000 CFA","Sicap Liberté, Dakar, Sénégal","548 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-548-m2-almadies-2885849"
"1740010878-746","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2886458_uploaded_image1_1610478499.jpg","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-bambilor-2886458"
"1740010887-747","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2886874_uploaded_image1_1610491137.jpg","6 000 000 CFA","Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-ndiahirat-2886874"
"1740010890-748","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2887119_uploaded_image1_1610499805.jpg","45 000 000 CFA","Ouest Foire, Dakar, Sénégal","185 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-185-m-diamalaye-2887119"
"1740010894-749","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2887165_uploaded_image1_1610514682.jpg","45 000 000 CFA","Ouakam, Dakar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-ouakam-2887165"
"1740010898-750","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2887320_uploaded_image1_1610524809.jpg","20 000 000 CFA","Rufisque, Sénégal","300","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-rufisque-2887320"
"1740010901-751","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2888541_uploaded_image1_1610556728.jpg","17 000 CFA","Rufisque, Sénégal","1000000","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-100-ha-rufisque-2888541"
"1740010907-752","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2888595_uploaded_image1_1610558342.jpg","200 000 000 CFA","Thies, Sénégal","30000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-3-ha-pout-2888595"
"1740010910-753","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2888644_uploaded_image1_1610559843.jpg","2 000 000 CFA","Thies, Sénégal","","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-2888644"
"1740010914-754","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2889016_uploaded_image1_1610571910.jpg","95 000 000 CFA","Ngor, Dakar, Sénégal","200 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-200-300m-katia-almadie-2889016"
"1740010918-755","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2889095_uploaded_image1_1610575038.jpg","45 000 000 CFA","Dakar, Sénégal","300 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-mbao-baobab-2889095"
"1740010927-756","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2889354_uploaded_image1_1610590598.jpg","14 000 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","220 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-keur-massar-2889354"
"1740010931-757","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2889367_uploaded_image1_1610593682.jpg","2 000 000 CFA","Diamniadio, Sénégal","180 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-180-m-keur-yakham-2889367"
"1740010936-758","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2889370_uploaded_image1_1610595226.jpg","1 350 000 000 CFA","Dakar, Sénégal","4500 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-4500m-hlm-1-2889370"
"1740010942-759","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2889854_uploaded_image1_1610620354.jpg","13 500 000 CFA","Mbour, Sénégal","600 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-600-m-saly-aerodrome-2889854"
"1740010946-760","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2889928_uploaded_image1_1610622419.jpg","1 000 000 CFA","Ndiass, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-ndiass-2889928"
"1740010949-761","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2890167_uploaded_image1_1610628631.jpg","65 000 000 CFA","Pikine, Sénégal","624","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-624-m2-almadie-2-2890167"
"1740010953-762","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2890318_uploaded_image1_1610632451.jpg","4 500 000 CFA","Ndiass, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-2890318"
"1740010959-763","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2890414_uploaded_image1_1610635047.jpg","65 000 000 CFA","Ngor, Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-ngor-almadies-2890414"
"1740010968-764","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2891168_uploaded_image1_1610657452.jpg","90 000 000 CFA","Dakar, Sénégal","215 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-215-m-mamelles-2891168"
"1740010975-765","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2892042_uploaded_image1_1610704562.jpg","365 000 000 CFA","Mbour, Sénégal","6400","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-6400-m2-guereo-2892042"
"1740010981-766","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2892229_uploaded_image1_1610709364.jpg","10 000 000 CFA","Rufisque, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rufisque-ndiakhirate-r-2892229"
"1740010986-767","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2892629_uploaded_image1_1610719623.jpg","196 000 000 CFA","Thies, Sénégal","2000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-somone-2892629"
"1740010990-768","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2892907_uploaded_image1_1610728938.jpg","400 000 CFA","Thies, Sénégal","262","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-262-m2-thies-2892907"
"1740010994-769","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2892934_uploaded_image1_1610729698.jpg","2 500 000 CFA","Dakar, Sénégal","","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-aeroport-blaise-diagne-2892934"
"1740010997-770","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2892960_uploaded_image1_1610730197.jpg","2 500 000 CFA","Dakar, Sénégal","","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-2892960"
"1740011000-771","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2892980_uploaded_image1_1610730823.jpg","Prix sur demande","Almadies, Dakar, Sénégal","200","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-almadie-2892980"
"1740011004-772","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2893478_uploaded_image1_1610749630.jpg","30 000 000 CFA","Rufisque, Sénégal","300 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-cite-gabon-2893478"
"1740011012-773","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2893647_uploaded_image1_1610758916.jpg","11 000 000 CFA","Dakar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-kounoune-2893647"
"1740011038-774","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2894206_uploaded_image1_1610795582.jpg","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-bambilor-2894206"
"1740011080-775","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2896134_uploaded_image1_1610896684.jpg","Prix sur demande","Mbour, Sénégal","300 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-sindia-2896134"
"1740011083-776","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2896325_uploaded_image1_1610904544.jpg","4 000 000 CFA","Rufisque, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-rufisque-2896325"
"1740011086-777","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2896353_uploaded_image1_1610905963.jpg","2 000 000 CFA","Saint Louis, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-saint-louis-2896353"
"1740011089-778","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2896708_uploaded_image1_1610920777.jpg","2 000 000 CFA","Thies, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-boukhou-2896708"
"1740011092-779","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2896729_uploaded_image1_1610922294.jpg","4 500 000 CFA","Dakar, Sénégal","285 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-285-m-kaolack-2896729"
"1740011095-780","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2896865_uploaded_image1_1610929331.jpg","130 000 000 CFA","Saly, Sénégal","575 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-30800m2-a-ngapourou-2896865"
"1740011099-781","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2896934_uploaded_image1_1610937843.jpg","150 CFA","Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150m2-petit-mbao-2896934"
"1740011106-782","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2897048_uploaded_image1_1610955115.jpg","4 500 000 CFA","Parcelle Assainies, Dakar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-diamniadio-2897048"
"1740011109-783","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2897337_uploaded_image1_1610964326.jpg","25 500 000 CFA","Mbour, Sénégal","600 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-600-m2-saly-2897337"
"1740011115-784","https://sn.coinafrique.com/categorie/terrains?page=110","https://images.coinafrique.com/thumb_2897503_uploaded_image1_1610968589.jpg","3 000 000 CFA","Ndiass, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-diass-toglou-2897503"
"1740011131-785","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2897569_uploaded_image1_1610970508.jpg","5 000 000 CFA","Tambacounda, Sénégal","400 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-tambacounda-2897569"
"1740011135-786","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2897602_uploaded_image1_1610971219.jpg","8 000 000 CFA","Mbour, Sénégal","10000","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-1-ha-mbour-2897602"
"1740011138-787","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2897624_uploaded_image1_1610972108.jpg","15 500 000 CFA","Keur Massar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-2897624"
"1740011142-788","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2897693_uploaded_image1_1610973776.jpg","45 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-vdn-2897693"
"1740011145-789","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2897890_uploaded_image1_1610980265.jpg","27 000 000 CFA","M'bour, Sénégal","500 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-500-m2-saly-2897890"
"1740011148-790","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2897977_uploaded_image1_1610982871.jpg","Prix sur demande","Dakar, Sénégal","","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-2897977"
"1740011155-791","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2898024_uploaded_image1_1610984769.jpg","55 000 000 CFA","Mbour, Sénégal","1000","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-1000-m-mbour-saly-2898024"
"1740011159-792","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2898052_uploaded_image1_1610985909.jpg","220 000 000 CFA","Mbour, Sénégal","20000","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-20000m2-mbour-nguering-2898052"
"1740011165-793","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2898136_uploaded_image1_1610988420.jpg","23 500 000 CFA","Mbour, Sénégal","440","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-440-m2-mbour-2898136"
"1740011170-794","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2898314_uploaded_image1_1610994673.jpg","1 800 000 CFA","Parcelle Assainies, Dakar, Sénégal","","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-bayakh-thies-2898314"
"1740011175-795","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2899372_uploaded_image1_1611049809.jpg","120 000 000 CFA","Hann Bel-Air, Dakar, Sénégal","294","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-294m-hann-bel-air-2899372"
"1740011179-796","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2899418_uploaded_image1_1611050792.jpg","600 000 CFA","Thies, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-taiba-ndiaye-2899418"
"1740011183-797","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2899424_uploaded_image1_1611050881.jpg","5 000 000 CFA","Mbour, Sénégal","10000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-1-ha-mbour-2899424"
"1740011186-798","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2899474_uploaded_image1_1611051863.jpg","1 500 000 CFA","Ndiass, Sénégal","300 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-diass-2899474"
"1740011189-799","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2899482_uploaded_image1_1611052008.jpg","1 000 000 CFA","Ndiass, Sénégal","225 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-diass-2899482"
"1740011194-800","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2899665_uploaded_image1_1611056899.jpg","10 500 000 CFA","Rufisque, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rufisque-2899665"
"1740011198-801","https://sn.coinafrique.com/categorie/terrains?page=109","https://images.coinafrique.com/thumb_2899679_uploaded_image1_1611057341.jpg","3 000 000 CFA","Rufisque, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-noflaye-2899679"
