web-scraper-order,web-scraper-start-url,image-src,prix,adresse,superficie,Infos,Infos-href
"1740006442-1","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2695250_uploaded_image2_1602704314.jpeg","3 500 000 CFA","Patte d'Oie, Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-2695250"
"1740006446-2","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2695658_uploaded_image1_1602715993.jpg","Prix sur demande","Dakar, Sénégal","160000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-16-hectares-diamniadio-2695658"
"1740006449-3","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2695688_uploaded_image1_1602716962.jpg","Prix sur demande","Dakar, Sénégal","3000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-3000-m-cite-keur-gorgui-2695688"
"1740006452-4","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2696651_uploaded_image1_1602762205.jpg","13 000 CFA","Mbour, Sénégal","83886","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-83886-m-mbour-2696651"
"1740006454-5","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2696706_uploaded_image1_1602764051.jpg","6 000 000 CFA","Saly, Sénégal","300","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-sly-joseph-2696706"
"1740006457-6","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2696866_uploaded_image1_1602767323.jpg","17 000 000 CFA","Keur Massar, Sénégal","165","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-165-m2-keur-massar-2696866"
"1740006462-7","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2696911_uploaded_image1_1602768350.jpg","1 700 000 CFA","Mbour, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-225-m2-diass-2696911"
"1740006465-8","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2697352_uploaded_image1_1602779661.jpg","7 000 000 CFA","Sebikotane, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2697352"
"1740006467-9","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2697357_uploaded_image1_1602779756.jpg","675 000 000 CFA","Dakar, Sénégal","500","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-fenetre-mermoz-2697357"
"1740006471-10","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2697415_uploaded_image1_1602781189.jpg","48 000 000 CFA","Ouest Foire, Dakar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150m-ouest-foire-2697415"
"1740006473-11","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2697429_uploaded_image1_1602781526.jpg","47 000 000 CFA","Yoff, Dakar, Sénégal","168","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-168-m-yoff-2697429"
"1740006477-12","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2697445_uploaded_image1_1602781781.jpg","15 000 000 CFA","Keur Massar, Sénégal","160","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-160-m-keur-massar-2697445"
"1740006480-13","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2698114_uploaded_image1_1602807336.jpg","15 000 000 CFA","Saint Louis, Sénégal","1800","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-1800-m2-saint-louis-2698114"
"1740006483-14","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2698638_uploaded_image1_1602844037.jpg","3 000 000 000 CFA","Diamniadio, Sénégal","160000","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-16-ha-diamniadio-2698638"
"1740006487-15","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2698675_uploaded_image1_1602845051.jpg","Prix sur demande","Yoff, Dakar, Sénégal","","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-5777-m-yoff-2698675"
"1740006493-16","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2698893_uploaded_image1_1602849532.jpg","2 000 000 CFA","Diamniadio, Sénégal","300","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-diamniadio-2698893"
"1740006497-17","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2699041_uploaded_image1_1602852852.jpg","3 500 000 CFA","Dakar Plateau, Dakar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-dakar-plateau-2699041"
"1740006502-18","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2699228_uploaded_image1_1602857495.jpg","3 500 000 CFA","Thies, Sénégal","300","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-300-m-thies-2699228"
"1740006504-19","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2699318_uploaded_image1_1602861068.jpg","100 000 000 CFA","Mboro, Sénégal","100000","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-100000-m2-mboro-2699318"
"1740006507-20","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2699571_uploaded_image1_1602867896.jpg","300 000 CFA","Ouest Foire, Dakar, Sénégal","500","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-500-m-ouest-foire-2699571"
"1740006512-21","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2699663_uploaded_image1_1602870736.jpg","5 500 000 CFA","Medina, Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-daouda-sarr-2699663"
"1740006514-22","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2699850_uploaded_image1_1602877012.jpg","15 000 000 CFA","Saint Louis, Sénégal","1800","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1800-m-saint-louis-2699850"
"1740006518-23","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2699897_uploaded_image1_1602878350.jpg","35 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-centre-ville-2699897"
"1740006522-24","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2699930_uploaded_image1_1602879287.jpg","32 000 000 CFA","Dakar, Sénégal","180 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-180m-dalifort-2699930"
"1740006525-25","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2700146_uploaded_image1_1602887718.jpg","9 000 000 CFA","Rufisque, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-rufisque-2700146"
"1740006528-26","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2701178_uploaded_image1_1602939737.jpg","90 000 000 CFA","Thies, Sénégal","60000","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-60000m-thies-2701178"
"1740006530-27","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2701196_uploaded_image1_1602940150.jpg","40 000 000 CFA","Mboro, Sénégal","30000","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-30000-m-mboro-2701196"
"1740006533-28","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2701700_uploaded_image1_1602955904.jpg","2 500 000 CFA","Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambilor-2701700"
"1740006538-29","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2701926_uploaded_image1_1602964692.jpg","7 500 000 CFA","Sebikotane, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2701926"
"1740006542-30","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2702100_uploaded_image1_1602972211.jpg","1 500 000 CFA","Dakar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-dakar-2702100"
"1740006546-31","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2702139_uploaded_image1_1602973500.jpg","7 500 000 CFA","Rufisque, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-rufisque-2702139"
"1740006549-32","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2703407_uploaded_image1_1603040328.jpg","3 500 000 CFA","Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-diass-2703407"
"1740006552-33","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2703441_uploaded_image1_1603041661.jpg","2 000 000 CFA","Mbour, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-mbour-2703441"
"1740006557-34","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2703527_uploaded_image1_1603046130.jpg","1 500 000 CFA","Dakar, Sénégal","15 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambilor-2703527"
"1740006561-35","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2703610_uploaded_image1_1603049234.jpg","2 500 000 CFA","Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambilor-gorom-2703610"
"1740006565-36","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2703752_uploaded_image1_1603052808.jpg","2 500 000 CFA","Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-bambylor-gorom-2703752"
"1740006569-37","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2703767_uploaded_image1_1603053586.jpg","2 000 000 CFA","Mbour, Sénégal","300","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-sindia-thiafoura-guereo-2703767"
"1740006573-38","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2704139_uploaded_image1_1603071789.jpg","23 000 000 CFA","Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-cite-apix-tivaoune-2704139"
"1740006576-39","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2704147_uploaded_image1_1603072410.jpg","23 000 000 CFA","Dakar, Sénégal","","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-tivaouane-peulh-2704147"
"1740006579-40","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2704518_uploaded_image1_1603100860.jpg","3 500 000 CFA","Thies, Sénégal","300","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-thies-2704518"
"1740006584-41","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2705048_uploaded_image1_1603115652.jpg","3 500 000 CFA","Louga, Sénégal","","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-montagne-nord-louga-2705048"
"1740006610-42","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2705437_uploaded_image1_1603124740.jpg","500 000 CFA","Ngor, Dakar, Sénégal","637","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-ngor-2705437"
"1740006660-43","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2710440_uploaded_image1_1603311715.jpg","70 000 000 CFA","Mbour, Sénégal","2000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2000m-ngaparou-2710440"
"1740006663-44","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2710595_uploaded_image1_1603318250.jpg","25 000 000 CFA","Dakar, Sénégal","159 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-zac-de-mbao-2710595"
"1740006666-45","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2711072_uploaded_image1_1603357030.jpg","1 000 000 CFA","Ndiass, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-ndiass-2711072"
"1740006674-46","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2711640_uploaded_image1_1603370505.jpg","8 000 000 CFA","Keur Massar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-massar-2711640"
"1740006678-47","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2711961_uploaded_image1_1603377485.jpg","3 000 000 CFA","Mbour, Sénégal","180 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-mbour-santhian-2711961"
"1740006681-48","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2712118_uploaded_image1_1603381006.jpg","175 000 000 CFA","Yoff, Dakar, Sénégal","352","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-352-m-cite-biagui-2712118"
"1740006687-49","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2712591_uploaded_image1_1603395426.jpg","1 600 000 CFA","Thies, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-thies-2712591"
"1740006693-50","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2713011_uploaded_image1_1603410532.jpg","8 500 000 CFA","Rufisque, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-rufisque-2713011"
"1740006699-51","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2713032_uploaded_image1_1603412525.jpg","2 000 000 CFA","Bargny, Sénégal","","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-lac-rose-2713032"
"1740006703-52","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2713079_uploaded_image1_1603418070.jpg","Prix sur demande","Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-tivaouane-peulh-2713079"
"1740006708-53","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2713450_uploaded_image1_1603445306.jpg","13 000 000 CFA","Keur Massar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-2713450"
"1740006712-54","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2713747_uploaded_image2_1603453800.jpeg","47 000 000 CFA","Yoff, Dakar, Sénégal","167","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-167-m2-yoff-2713747"
"1740006718-55","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2714360_uploaded_image1_1603470704.jpg","2 000 000 CFA","Mbour, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-225-m2-diass-2714360"
"1740006725-56","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2714507_uploaded_image2_1603475564.jpeg","3 500 000 CFA","Rufisque, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-rufisque-2714507"
"1740006729-57","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2714794_uploaded_image1_1603487594.jpg","7 500 000 CFA","Rufisque, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-rufisque-2714794"
"1740006735-58","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2714855_uploaded_image1_1603490378.jpg","1 500 000 CFA","Rufisque, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-rufisque-2714855"
"1740006739-59","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2714999_uploaded_image1_1603498220.jpg","16 000 000 CFA","Diamniadio, Sénégal","1000","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-1000m-diamniadio-2714999"
"1740006744-60","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2715028_uploaded_image1_1603501953.jpg","Prix sur demande","Point E, Dakar, Sénégal","1082","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-1082m-point-e-2715028"
"1740006753-61","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2715078_uploaded_image1_1603509662.jpg","2 500 000 CFA","Ndiass, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-ndiass-2715078"
"1740006757-62","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2715081_uploaded_image1_1603509985.jpg","1 000 000 CFA","Ndiass, Sénégal","225","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m-ndiass-2715081"
"1740006763-63","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2715184_uploaded_image1_1603524934.jpg","70 000 000 CFA","Sicap Liberté, Dakar, Sénégal","208","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-208-m-sicap-liberte-6-2715184"
"1740006767-64","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2715254_uploaded_image1_1603527745.jpg","260 000 000 CFA","Mbour, Sénégal","1000000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-100-ha-thies-2715254"
"1740006772-65","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2715311_uploaded_image1_1603529832.jpg","55 000 000 CFA","Mbour, Sénégal","1300","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1300m-mbour-2715311"
"1740006776-66","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2715391_uploaded_image1_1603533152.jpg","2 500 000 CFA","Parcelle Assainies, Dakar, Sénégal","","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambilor-goromm-2715391"
"1740006779-67","https://sn.coinafrique.com/categorie/terrains?page=119","https://images.coinafrique.com/thumb_2715572_uploaded_image1_1603538611.jpg","2 000 000 CFA","Ndiass, Sénégal","340","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-340m-ndiass-2715572"
"1740006799-68","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2715582_uploaded_image1_1603538812.jpg","2 000 000 CFA","Ndiass, Sénégal","340","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-340m-ndiass-2715582"
"1740006802-69","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2716697_uploaded_image1_1603592076.jpg","1 500 000 CFA","Rufisque, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-rufisque-2716697"
"1740006808-70","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2716707_uploaded_image1_1603595400.jpg","2 500 000 CFA","Sebikotane, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2716707"
"1740006814-71","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2716998_uploaded_image1_1603624193.jpg","2 500 000 CFA","Dakar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-dakar-2716998"
"1740006818-72","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2717140_uploaded_image1_1603629571.jpg","7 500 000 CFA","Keur Massar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-keur-massar-2717140"
"1740006822-73","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2717162_uploaded_image1_1603630313.jpg","15 000 000 CFA","Dakar Plateau, Dakar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-rufisque-2717162"
"1740006829-74","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2717273_uploaded_image1_1603634608.jpg","Prix sur demande","Rufisque, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-sante-yalla-2717273"
"1740006833-75","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2717728_uploaded_image1_1603649521.jpg","35 000 000 CFA","Keur Massar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-vdn-3-2717728"
"1740006838-76","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2718283_uploaded_image1_1603673298.jpg","60 000 000 CFA","Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-sud-foire-cite-sonatel-2718283"
"1740006844-77","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2718628_uploaded_image1_1603703224.jpg","8 000 000 CFA","Keur Massar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-keur-massar-2718628"
"1740006849-78","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2718852_uploaded_image1_1603708704.jpg","Prix sur demande","Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-keur-massar-2718852"
"1740006852-79","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2719062_uploaded_image1_1603714589.jpg","8 000 000 CFA","Dakar, Sénégal","3","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-2719062"
"1740006856-80","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2719146_uploaded_image1_1603716415.jpg","20 000 000 CFA","Guediawaye, Dakar, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-guediawaye-2719146"
"1740006859-81","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2719396_uploaded_image2_1603723525.jpeg","5 000 000 CFA","Rufisque, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-zacmbao-kounoune-2719396"
"1740006862-82","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2720696_uploaded_image1_1603787239.jpg","11 000 000 CFA","Dakar, Sénégal","180","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-180-m2-keur-mbaye-fall-2720696"
"1740006864-83","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2721810_uploaded_image1_1603816722.jpg","16 000 000 CFA","Rufisque, Sénégal","150","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-rufisque-2721810"
"1740006871-84","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2721833_uploaded_image1_1603817397.jpg","19 000 000 CFA","Rufisque, Sénégal","179","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-179-m-rufisque-2721833"
"1740006874-85","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2722001_uploaded_image1_1603823248.jpg","Prix sur demande","Dakar, Sénégal","26170 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2-ha-keur-massar-2722001"
"1740006881-86","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2722111_uploaded_image1_1603827627.jpg","3 500 000 CFA","Dakar, Sénégal","225 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-gorom-2722111"
"1740006887-87","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2722206_uploaded_image1_1603831347.jpg","2 000 000 CFA","Ndiass, Sénégal","340","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-340-m-ndiass-2722206"
"1740006894-88","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2722213_uploaded_image1_1603831496.jpg","2 000 000 CFA","Ndiass, Sénégal","340","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-340-m-ndiass-2722213"
"1740006902-89","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2722495_uploaded_image1_1603847698.jpg","7 000 000 CFA","Dakar, Sénégal","600","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-600-m2-dakar-2722495"
"1740006914-90","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2722995_uploaded_image1_1603881159.jpg","70 000 000 CFA","Mbour, Sénégal","10000","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-10000-m-mbour-2722995"
"1740006919-91","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2723524_uploaded_image2_1603895005.jpeg","16 000 000 CFA","Dakar, Sénégal","4","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-bambilor-2723524"
"1740006922-92","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2724182_uploaded_image1_1603915328.jpg","70 000 000 CFA","Dakar, Sénégal","1000 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-thies-2724182"
"1740006926-93","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2724298_uploaded_image1_1603920035.jpg","50 000 000 CFA","Mbour, Sénégal","50000","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-50000m-mbour-2724298"
"1740006938-94","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2724626_uploaded_image1_1603952647.jpg","20 000 000 CFA","Dakar, Sénégal","150 m2","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-almadies-2-2724626"
"1740006955-95","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2725108_uploaded_image1_1603973214.jpg","160 CFA","Diamniadio, Sénégal","4","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-4-hectares-diamniadio-2725108"
"1740006960-96","https://sn.coinafrique.com/categorie/terrains?page=118","https://images.coinafrique.com/thumb_2726418_uploaded_image1_1604047718.jpg","10 000 000 CFA","Mbour, Sénégal","300","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300m-mbour-2726418"
