web-scraper-order,web-scraper-start-url,image-src,Infos,Infos-href,Nombre pièces,Nombre salle de bain,superficie,Adresse
"1740024529-2957","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4285711_uploaded_image1_1688769939.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-almadie-4285711","4","3","200 m2","Almadies, Dakar, Sénégal"
"1740024533-2958","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4321139_uploaded_image1_1691110233.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-diamniadio-4321139","3","2","81 m2","Diamniadio, Sénégal"
"1740024536-2959","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4282774_uploaded_image1_1688597546.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mermoz-sacre-coeur-4282774","4","4","190","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740024563-2960","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4282790_uploaded_image1_1688598645.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-6-pieces-mamelles-4282790","6","5","250","Mamelles, Dakar, Sénégal"
"1740024589-2961","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4321183_uploaded_image1_1691114502.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-corniche-4321183","4","3","150 m2","Dakar, Sénégal"
"1740024602-2962","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4282845_uploaded_image1_1688601730.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-6-pieces-mamelles-4282845","6","6","329","Mamelles, Dakar, Sénégal"
"1740024607-2963","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4285862_uploaded_image1_1688781070.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartements-5-pieces-sacre-coeur-4285862","5","4","284","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740024612-2964","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4285969_uploaded_image1_1688801010.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4285969","4","3","12","Mamelles, Dakar, Sénégal"
"1740024616-2965","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4321825_uploaded_image1_1691155901.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4321825","6","3","","Mamelles, Dakar, Sénégal"
"1740024622-2966","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4286632_uploaded_image1_1688831302.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-dakar-plateau-4286632","4","4","180","Dakar, Sénégal"
"1740024625-2967","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4289183_uploaded_image1_1689027673.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-4289183","4","1","","Ouest Foire, Dakar, Sénégal"
"1740024632-2968","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4289179_uploaded_image1_1689027465.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouakam-4289179","3","1","","Ouakam, Dakar, Sénégal"
"1740024635-2969","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4323109_uploaded_image1_1691234984.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-almadies-2-4323109","3","","","Almadies 2, Dakar, Sénégal"
"1740024639-2970","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4284873_uploaded_image1_1688731022.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4284873","4","5","","Dakar Plateau, Dakar, Sénégal"
"1740024644-2971","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4323580_uploaded_image1_1691257722.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mermoz-sacre-coeur-4323580","4","2","1","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740024649-2972","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4323676_uploaded_image1_1691263343.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-4323676","3","2","120","Ngor, Dakar, Sénégal"
"1740024653-2973","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4287762_uploaded_image1_1688930629.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-virage-4287762","5","5","220","Yoff, Dakar, Sénégal"
"1740024659-2974","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4299647_uploaded_image1_1689714429.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-sicap-liberte-4299647","2","3","120","Sicap Liberté, Dakar, Sénégal"
"1740024663-2975","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4310117_uploaded_image1_1690415092.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4310117","4","1","","Mamelles, Dakar, Sénégal"
"1740024671-2976","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4285184_uploaded_image1_1688744553.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4285184","4","3","","Point E, Dakar, Sénégal"
"1740024674-2977","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4324464_uploaded_image2_1691334018.jpeg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-4324464","4","2","150 m2","Ouest Foire, Dakar, Sénégal"
"1740024680-2978","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4288706_uploaded_image1_1689000892.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-4288706","3","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740024685-2979","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4288709_uploaded_image1_1689001039.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-liberte-2-4288709","3","3","","Sicap Liberté, Dakar, Sénégal"
"1740024692-2980","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4325200_uploaded_image1_1691401951.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sicap-liberte-4325200","4","3","1","Sicap Liberté, Dakar, Sénégal"
"1740024698-2981","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4325435_uploaded_image1_1691411196.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-ngor-4325435","7","3","165","Ngor, Dakar, Sénégal"
"1740024704-2982","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4325495_uploaded_image1_1691413518.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-aeroport-derriere-hotel-onomo-4325495","4","4","250","Yoff, Dakar, Sénégal"
"1740024707-2983","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4325505_uploaded_image1_1691414088.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-4325505","4","3","200","Almadies, Dakar, Sénégal"
"1740024710-2984","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4293003_uploaded_image1_1689255713.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouest-foire-4293003","3","2","","Ouest Foire, Dakar, Sénégal"
"1740024715-2985","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4325891_uploaded_image1_1691430942.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-sicap-liberte-4325891","2","50","","Sicap Liberté, Dakar, Sénégal"
"1740024719-2986","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4290565_uploaded_image1_1689104056.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-plateau-4290565","3","3","","Dakar Plateau, Dakar, Sénégal"
"1740024723-2987","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4326173_uploaded_image1_1691446568.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-massar-4326173","4","3","200 m2","Keur Massar, Sénégal"
"1740024727-2988","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4326180_uploaded_image1_1691446950.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-4326180","4","3","150 m2","Mamelles, Dakar, Sénégal"
"1740024731-2989","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4287922_uploaded_image1_1688944788.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4287922","4","3","140","Mamelles, Dakar, Sénégal"
"1740024735-2990","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4287924_uploaded_image1_1688945081.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-almadies-4287924","5","5","300","Almadies, Dakar, Sénégal"
"1740024740-2991","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4287907_uploaded_image1_1688943244.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4287907","4","4","200","Mamelles, Dakar, Sénégal"
"1740024744-2992","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4287910_uploaded_image1_1688943680.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4287910","4","4","200","Mamelles, Dakar, Sénégal"
"1740024751-2993","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4290964_uploaded_image1_1689141249.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-virage-yoff-4290964","3","3","130","Yoff, Dakar, Sénégal"
"1740024753-2994","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4326755_uploaded_image1_1691491075.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-penthouse-4-pieces-point-e-4326755","4","6","600","Point E, Dakar, Sénégal"
"1740024761-2995","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4291350_uploaded_image1_1689161756.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sicap-foire-4291350","3","3","","Sipres, Dakar, Sénégal"
"1740024768-2996","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4291403_uploaded_image1_1689163788.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-dakar-plateau-4291403","4","5","150 m2","Dakar Plateau, Dakar, Sénégal"
"1740024775-2997","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4326971_uploaded_image1_1691500771.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-hlm-4326971","3","2","1","HLM, Dakar, Sénégal"
"1740024802-2998","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4291494_uploaded_image1_1689166890.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-4291494","4","4","","Sacré-Coeur, Dakar, Sénégal"
"1740024828-2999","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4288775_uploaded_image1_1689004896.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-4288775","3","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740024839-3000","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4288935_uploaded_image1_1689013570.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-yoff-virage-4288935","5","5","220","Yoff, Dakar, Sénégal"
"1740024843-3001","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4287979_uploaded_image1_1688948967.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-almadies-4287979","5","4","250","Almadies, Dakar, Sénégal"
"1740024846-3002","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4327796_uploaded_image1_1691539240.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-parcelle-assainie-u24-4327796","4","3","150 m2","Parcelle Assainies, Dakar, Sénégal"
"1740024850-3003","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4327804_uploaded_image1_1691539774.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-parcelle-assainie-u-21-4327804","4","3","180 m2","Parcelle Assainies, Dakar, Sénégal"
"1740024854-3004","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4289009_uploaded_image1_1689017434.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-yoff-virage-4289009","5","5","260","Yoff, Dakar, Sénégal"
"1740024857-3005","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4328431_uploaded_image1_1691585814.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ouest-foire-4328431","2","2","","Ouest Foire, Dakar, Sénégal"
"1740024864-3006","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4328437_uploaded_image1_1691586032.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-ouest-foire-4328437","1","1","","Ouest Foire, Dakar, Sénégal"
"1740024867-3007","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4328457_uploaded_image1_1691586735.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-piecs-virage-4328457","3","4","1 m2","Yoff, Dakar, Sénégal"
"1740024870-3008","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4328473_uploaded_image1_1691587525.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-fann-4328473","5","5","450","Fann, Dakar, Sénégal"
"1740024874-3009","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4289759_uploaded_image1_1689073355.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-keur-gorgui-4289759","4","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740024877-3010","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4328537_uploaded_image1_1691590287.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-fass-4328537","2","2","120","Fass, Dakar, Sénégal"
"1740024881-3011","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4290074_uploaded_image1_1689084664.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-fann-residence-4290074","4","3","","Fann, Dakar, Sénégal"
"1740024883-3012","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4328945_uploaded_image1_1691610176.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4328945","3","2","","Almadies, Dakar, Sénégal"
"1740024890-3013","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4293651_uploaded_image1_1689287303.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-yoff-4293651","5","4","250","Yoff, Dakar, Sénégal"
"1740024894-3014","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4293665_uploaded_image1_1689288869.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-yoff-virage-4293665","5","4","250","Yoff, Dakar, Sénégal"
"1740024901-3015","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4293684_uploaded_image1_1689289733.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-golf-cite-alioune-sow-4293684","4","3","170","Guediawaye, Dakar, Sénégal"
"1740024906-3016","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4329252_uploaded_image1_1691631167.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-6-pieces-fann-4329252","6","5","300 m2","Fann, Dakar, Sénégal"
"1740024910-3017","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4329253_uploaded_image1_1691631320.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-residentiel-de-fann-4329253","2","2","80 m2","Fann, Dakar, Sénégal"
"1740024915-3018","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4329373_uploaded_image1_1691654389.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-4329373","5","1","150","Ngor, Dakar, Sénégal"
"1740024920-3019","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4290632_uploaded_image1_1689107115.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-sicap-liberte-4290632","3","3","80","Sicap Liberté, Dakar, Sénégal"
"1740024924-3020","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4294027_uploaded_image1_1689328669.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-4294027","4","2","150 m2","Ouest Foire, Dakar, Sénégal"
"1740024932-3021","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4294032_uploaded_image1_1689328889.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-yof-onomo-4294032","4","3","150 m2","Yoff, Dakar, Sénégal"
"1740024938-3022","https://sn.coinafrique.com/categorie/appartements?page=058","https://images.coinafrique.com/thumb_4291470_uploaded_image1_1689165785.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-derkle-4291470","3","2","","Sicap Liberté, Dakar, Sénégal"
"1740024956-3023","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4294267_uploaded_image1_1689337245.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-sacre-coeur-4294267","4","3","","Sacré-Coeur, Dakar, Sénégal"
"1740024960-3024","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4294347_uploaded_image1_1689341732.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4294347","4","3","12","Mamelles, Dakar, Sénégal"
"1740024969-3025","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4294436_uploaded_image1_1689345626.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-4294436","4","2","","Dakar, Sénégal"
"1740024974-3026","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4330218_uploaded_image1_1691685990.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelle-cite-cheikh-amar-4330218","4","2","160 m2","Mamelles, Dakar, Sénégal"
"1740024980-3027","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4330317_uploaded_image1_1691689777.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-ouest-foire-4330317","1","1","70","Yoff, Dakar, Sénégal"
"1740024983-3028","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4330433_uploaded_image1_1691695663.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouakam-4330433","3","2","60","Ouakam, Dakar, Sénégal"
"1740024987-3029","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4290904_uploaded_image1_1689124205.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sacre-coeur-4290904","4","4","190","Sacré-Coeur, Dakar, Sénégal"
"1740024990-3030","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4290894_uploaded_image1_1689122456.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4290894","4","4","170","Mamelles, Dakar, Sénégal"
"1740024993-3031","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4290914_uploaded_image1_1689125922.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-4290914","4","4","200","Almadies, Dakar, Sénégal"
"1740024999-3032","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4295292_uploaded_image1_1689412483.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-almadies-4295292","4","5","341","Almadies, Dakar, Sénégal"
"1740025006-3033","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4295377_uploaded_image1_1689417293.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-liberte-6-4295377","6","4","","Sicap Liberté, Dakar, Sénégal"
"1740025034-3034","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4295454_uploaded_image1_1689421994.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4295454","4","3","","Mamelles, Dakar, Sénégal"
"1740025060-3035","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4292998_uploaded_image1_1689255537.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mermoz-4292998","4","4","240","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740025064-3036","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4292737_uploaded_image1_1689246157.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-1-piece-mamelles-4292737","1","1","45","Mamelles, Dakar, Sénégal"
"1740025067-3037","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4292762_uploaded_image1_1689247152.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sicap-foire-4292762","4","3","150","Sicap foire, Dakar, Sénégal"
"1740025070-3038","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4293607_uploaded_image1_1689284283.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-mariste-4293607","2","2","55","Mariste, Dakar, Sénégal"
"1740025074-3039","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4292781_uploaded_image1_1689248062.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-02-pieces-almadies-4292781","2","2","55","Almadies, Dakar, Sénégal"
"1740025076-3040","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4332432_uploaded_image1_1691841277.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-ouakam-4332432","2","2","1","Ouakam, Dakar, Sénégal"
"1740025079-3041","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4332756_uploaded_image1_1691859099.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-rond-point-diaxay-4332756","4","4","200 m2","Keur Massar, Sénégal"
"1740025082-3042","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4294645_uploaded_image1_1689354697.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-residence-4294645","4","4","","Fann, Dakar, Sénégal"
"1740025085-3043","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4293784_uploaded_image1_1689297645.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-dakar-4293784","4","4","219","Dakar, Sénégal"
"1740025089-3044","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4293782_uploaded_image1_1689297432.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-4293782","4","4","200","Almadies, Dakar, Sénégal"
"1740025092-3045","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4293777_uploaded_image1_1689296709.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-almadies-4293777","2","2","140","Almadies, Dakar, Sénégal"
"1740025095-3046","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4293780_uploaded_image1_1689297247.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-almadies-4293780","4","4","849","Almadies, Dakar, Sénégal"
"1740025097-3047","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4293778_uploaded_image1_1689296872.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-4293778","4","4","200","Almadies, Dakar, Sénégal"
"1740025100-3048","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4294747_uploaded_image1_1689359893.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-almadies-4294747","2","2","75","Almadies, Dakar, Sénégal"
"1740025105-3049","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4294607_uploaded_image1_1689352811.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5-pieces-fann-4294607","5","6","243","Fann, Dakar, Sénégal"
"1740025107-3050","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4294610_uploaded_image1_1689352908.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-fann-residence-4294610","4","4","300","Fann, Dakar, Sénégal"
"1740025111-3051","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4294614_uploaded_image1_1689353026.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-dakar-plateau-4294614","3","4","223","Dakar Plateau, Dakar, Sénégal"
