web-scraper-order,web-scraper-start-url,image-src,Infos,Infos-href,Nombre pièces,Nombre salle de bain,superficie,Adresse
"1740006384-1","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3059507_uploaded_image1_1618416648.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-point-e-3059507","1","2","72","Point E, Dakar, Sénégal"
"1740006388-2","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3059677_uploaded_image1_1618421643.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-hann-mariste-3059677","5","2","150 m2","Hann Bel-Air, Dakar, Sénégal"
"1740006391-3","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3059683_uploaded_image1_1618421910.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-apparemment-4-pieces-ngor-almadies-3059683","3","3","","Dakar, Sénégal"
"1740006397-4","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3059772_uploaded_image1_1618425614.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-fann-hock-3059772","1","1","1 m2","Sicap Liberté, Dakar, Sénégal"
"1740006400-5","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3060255_uploaded_image1_1618444356.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-05-pieces-point-e-3060255","5","5","296","Point E, Dakar, Sénégal"
"1740006403-6","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3060697_uploaded_image1_1618475796.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-point-e-3060697","3","2","150","Grand Dakar, Dakar, Sénégal"
"1740006407-7","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3060708_uploaded_image1_1618476187.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-3060708","3","3","200","Sicap Liberté, Dakar, Sénégal"
"1740006411-8","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3061001_uploaded_image1_1618485494.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-sipres-3061001","3","2","150","Ouest Foire, Dakar, Sénégal"
"1740006414-9","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3061012_uploaded_image1_1618485912.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-dieuppeul-derkle-3061012","5","4","200","Dieuppeul-Derklé, Dakar, Sénégal"
"1740006417-10","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3061052_uploaded_image1_1618486976.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-foire-3061052","4","3","200","Sicap Liberté, Dakar, Sénégal"
"1740006422-11","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3061129_uploaded_image1_1618489220.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-chambres-salon-sicap-liberte-3061129","4","3","","Sicap Liberté, Dakar, Sénégal"
"1740006426-12","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3061155_uploaded_image1_1618489759.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-liberte-6-extension-3061155","4","3","","Sicap Liberté, Dakar, Sénégal"
"1740006429-13","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3061192_uploaded_image1_1618490417.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ngor-3061192","5","3","","Ngor, Dakar, Sénégal"
"1740006433-14","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3061272_uploaded_image1_1618493367.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mermoz-sacre-coeur-3061272","4","4","150","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006438-15","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3061348_uploaded_image1_1618495952.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-ouest-foire-3061348","4","3","130","Ouest Foire, Dakar, Sénégal"
"1740006442-16","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3061999_uploaded_image1_1618520958.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-rufisque-3061999","3","3","","Rufisque, Sénégal"
"1740006446-17","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3062023_uploaded_image1_1618522605.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3062023","4","3","200","Mamelles, Dakar, Sénégal"
"1740006450-18","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3062220_uploaded_image1_1618532390.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mermoz-sacre-coeur-3062220","5","6","400","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006454-19","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3062606_uploaded_image1_1618564820.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-mamelles-3062606","6","3","180","Mamelles, Dakar, Sénégal"
"1740006458-20","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3062767_uploaded_image1_1618570015.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-pikine-3062767","3","1","","Pikine, Sénégal"
"1740006461-21","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3063075_uploaded_image1_1618578618.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-rufisque-3063075","150","","","Rufisque, Sénégal"
"1740006466-22","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3063846_uploaded_image1_1618608002.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-sicap-liberte-3063846","4","4","286","Sicap Liberté, Dakar, Sénégal"
"1740006469-23","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3064469_uploaded_image1_1618653471.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-ngor-almadies-3064469","2","2","","Mamelles, Dakar, Sénégal"
"1740006473-24","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3064477_uploaded_image1_1618653679.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3064477","4","2","","Mamelles, Dakar, Sénégal"
"1740006477-25","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3064481_uploaded_image1_1618653790.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-cite-mbackiyou-faye-3064481","4","3","","Mamelles, Dakar, Sénégal"
"1740006481-26","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3064578_uploaded_image1_1618657856.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-2-voie-liberte-6-3064578","3","1","150","Grand Yoff, Dakar, Sénégal"
"1740006485-27","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3064976_uploaded_image1_1618668545.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-mermoz-sacre-coeur-3064976","2","2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006490-28","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3065006_uploaded_image1_1618669012.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sicap-liberte-3065006","3","2","","Sicap Liberté, Dakar, Sénégal"
"1740006495-29","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3065523_uploaded_image1_1618692279.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zac-mbao-3065523","4","2","150 m2","Rufisque, Sénégal"
"1740006499-30","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3065538_uploaded_image1_1618692812.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-mbaye-fall-3065538","4","2","150 m2","Rufisque, Sénégal"
"1740006504-31","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3067047_uploaded_image1_1618786415.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-cur-3067047","3","2","150","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006507-32","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3067073_uploaded_image1_1618787056.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-point-e-3067073","3","2","230","Point E, Dakar, Sénégal"
"1740006511-33","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3067144_uploaded_image1_1618792310.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5-pieces-yoff-virage-3067144","5","5","230","Yoff, Dakar, Sénégal"
"1740006516-34","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3067152_uploaded_image1_1618792748.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-virage-3067152","5","1200000","230","Ziguinchor, Sénégal"
"1740006520-35","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3067707_uploaded_image1_1618829669.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-03-pieces-mermoz-sacre-coeur-3067707","3","3","160","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006524-36","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3067719_uploaded_image1_1618829918.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-aux-mamelles-3067719","2","2","130","Mamelles, Dakar, Sénégal"
"1740006528-37","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3067778_uploaded_image1_1618831932.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-grand-standing-4-pieces-point-e-3067778","4","3","","Point E, Dakar, Sénégal"
"1740006532-38","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3067848_uploaded_image1_1618834024.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3067848","6","3","150","Mamelles, Dakar, Sénégal"
"1740006541-39","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3068068_uploaded_image1_1618839360.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3068068","4","3","300 m2","Mamelles, Dakar, Sénégal"
"1740006545-40","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3068076_uploaded_image1_1618839614.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-3068076","4","3","300 m2","Mamelles, Dakar, Sénégal"
"1740006549-41","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3068323_uploaded_image1_1618845854.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-3068323","3","3","","Ngor, Dakar, Sénégal"
"1740006554-42","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3068342_uploaded_image1_1618846370.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-grand-yoff-3068342","2","1","","Grand Yoff, Dakar, Sénégal"
"1740006557-43","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3068348_uploaded_image1_1618846481.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-duplex-de-presque-300m2-a-liberte-6-extension-3068348","6","5","","Sicap Liberté, Dakar, Sénégal"
"1740006562-44","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3068591_uploaded_image1_1618854398.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-ouest-foire-3068591","2","2","85","Ouest Foire, Dakar, Sénégal"
"1740006567-45","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3068820_uploaded_image1_1618863301.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mermoz-sacre-coeur-3068820","4","200","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006571-46","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3068854_uploaded_image1_1618864267.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-3068854","4","4","200","Point E, Dakar, Sénégal"
"1740006575-47","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3068909_uploaded_image2_1618866528.jpeg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3068909","4","3","150","Mamelles, Dakar, Sénégal"
"1740006580-48","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3068919_uploaded_image1_1618866828.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-almadies-3068919","4","200","","Almadies, Dakar, Sénégal"
"1740006585-49","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3068924_uploaded_image1_1618866968.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-3068924","4","3","150","Sicap Liberté, Dakar, Sénégal"
"1740006599-50","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3068943_uploaded_image1_1618867666.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3068943","4","3","215","Almadies, Dakar, Sénégal"
"1740006659-51","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3072531_uploaded_image1_1619022253.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-2-3072531","3","3","225","Rufisque, Sénégal"
"1740006667-52","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3072763_uploaded_image1_1619030549.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-dakar-plateau-3072763","5","4","200 m2","Dakar Plateau, Dakar, Sénégal"
"1740006676-53","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3072977_uploaded_image1_1619039009.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3072977","4","4","121","Almadies, Dakar, Sénégal"
"1740006682-54","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3072985_uploaded_image1_1619039194.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-3072985","3","2","121","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006693-55","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3072996_uploaded_image1_1619039509.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-mamelles-3072996","2","2","","Mamelles, Dakar, Sénégal"
"1740006702-56","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3072997_uploaded_image1_1619039537.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-3072997","4","3","100","Ouest Foire, Dakar, Sénégal"
"1740006707-57","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3073003_uploaded_image1_1619039616.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-mermoz-3073003","3","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006713-58","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3073006_uploaded_image1_1619039694.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-f3-et-f4-mermoz-3073006","4","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006720-59","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3073668_uploaded_image1_1619080449.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-grand-dakar-3073668","","","","Grand Dakar, Dakar, Sénégal"
"1740006728-60","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3073771_uploaded_image1_1619085519.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3073771","4","4","150","Mamelles, Dakar, Sénégal"
"1740006736-61","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3074133_uploaded_image1_1619094229.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-grand-yoff-3074133","3","3","","Grand Yoff, Dakar, Sénégal"
"1740006744-62","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3074440_uploaded_image1_1619102068.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-massar-3074440","3","2","150 m2","Keur Massar, Sénégal"
"1740006748-63","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3074687_uploaded_image1_1619107995.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-grand-yoff-3074687","3","1","50","Grand Yoff, Dakar, Sénégal"
"1740006755-64","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3074719_uploaded_image1_1619108778.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-point-e-3074719","3","4","160","Point E, Dakar, Sénégal"
"1740006762-65","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3076117_uploaded_image2_1619179838.jpeg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-2-pieces-zac-mbao-3076117","2","2","75 m2","Mbao, Dakar, Sénégal"
"1740006767-66","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3076278_uploaded_image1_1619185251.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mariste-3076278","3","2","150 m2","Hann Bel-Air, Dakar, Sénégal"
"1740006772-67","https://sn.coinafrique.com/categorie/appartements?page=119","https://images.coinafrique.com/thumb_3076601_uploaded_image1_1619197754.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-3076601","4","2","","Dakar Plateau, Dakar, Sénégal"
"1740006795-68","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3076775_uploaded_image1_1619204564.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-keur-massar-3076775","","","","Dakar, Sénégal"
"1740006799-69","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3076961_uploaded_image1_1619212197.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-americain-keur-massar-3076961","","","","Dakar, Sénégal"
"1740006802-70","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3077177_uploaded_image1_1619219741.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-3077177","4","2","155 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006809-71","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3078288_uploaded_image1_1619280937.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-f4-de-200-m-bel-air-3078288","4","4","219","Hann Bel-Air, Dakar, Sénégal"
"1740006816-72","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3078554_uploaded_image1_1619296019.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-3078554","4","4","14 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006820-73","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3078595_uploaded_image1_1619297829.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-3078595","3","3","100","Ngor, Dakar, Sénégal"
"1740006825-74","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3078695_uploaded_image1_1619305512.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-cite-comico-3078695","2","2","100 m2","Ouakam, Dakar, Sénégal"
"1740006831-75","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3078744_uploaded_image1_1619310092.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-yoff-3078744","4","1","100","Yoff, Dakar, Sénégal"
"1740006844-76","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3078751_uploaded_image1_1619310821.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-point-e-3078751","2","3","150","Point E, Dakar, Sénégal"
"1740006849-77","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3078774_uploaded_image1_1619315951.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-liberte-6-3078774","3","2","150","Grand Yoff, Dakar, Sénégal"
"1740006853-78","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3079099_uploaded_image1_1619351765.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mbao-3079099","4","3","150","Mbao, Dakar, Sénégal"
"1740006857-79","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3079162_uploaded_image1_1619354022.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mbao-3079162","3","2","150","Mbao, Dakar, Sénégal"
"1740006862-80","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3079555_uploaded_image1_1619373070.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-keur-massar-extension-cite-penitence-3079555","4","2","150","Dakar, Sénégal"
"1740006865-81","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3079881_uploaded_image1_1619386570.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-3079881","4","4","","Point E, Dakar, Sénégal"
"1740006869-82","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3079906_uploaded_image1_1619387590.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3079906","4","4","212","Almadies, Dakar, Sénégal"
"1740006873-83","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3079999_uploaded_image1_1619393425.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-3079999","4","4","100","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006877-84","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3080267_uploaded_image1_1619415656.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-3080267","3","3","168","Point E, Dakar, Sénégal"
"1740006883-85","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3080380_uploaded_image1_1619423277.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-3-pieces-niarry-tally-3080380","","","","Dakar, Sénégal"
"1740006892-86","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3080403_uploaded_image1_1619424782.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-3080403","2","3","200","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006905-87","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3080632_uploaded_image1_1619433092.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3080632","4","3","300","Mamelles, Dakar, Sénégal"
"1740006932-88","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3080732_uploaded_image1_1619435861.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-3080732","4","3","150","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006958-89","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3080914_uploaded_image1_1619440789.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-yoff-apexcy-1-3080914","2","2","","Dakar, Sénégal"
"1740006962-90","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3081053_uploaded_image1_1619445560.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-apparemment-3-pieces-keur-massar-3081053","3","2","","Dakar, Sénégal"
"1740006965-91","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3081684_uploaded_image1_1619466685.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-3081684","4","3","121","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740006967-92","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3081911_uploaded_image1_1619477639.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-ngor-3081911","2","2","100","Ngor, Dakar, Sénégal"
"1740006972-93","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3082679_uploaded_image1_1619524796.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-keur-massar-3082679","3","2","150 m2","Keur Massar, Sénégal"
"1740006978-94","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3082841_uploaded_image1_1619530637.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-3082841","4","2","90","Ouest Foire, Dakar, Sénégal"
"1740006983-95","https://sn.coinafrique.com/categorie/appartements?page=118","https://images.coinafrique.com/thumb_3082904_uploaded_image1_1619532744.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-parcelle-assainies-u18-3082904","4","3","150 m2","Keur Massar, Sénégal"
